DisNo.,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Affected,"Total Damage, Adjusted ('000 US$)",Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium"
2010-0552-THA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Chainat, Singburi, Ang Thong, Suphanburi, Phra Nakhon Si Ayudhya, Lopburi, Nakhon Sawan, Saraburi, Nakhon Nayok, Nonthaburi, Pathum Thani, Nakhon Pathom, Uthai Thani, Samut Prakarn, Chaiyaphum, Si Saket, Surin, Buriram, Khon Kaen, Kalasin, Maha Sarakham, Ubon Ratchathani, Nong Bua Lamphu, Nakhon Ratchasima, Roi Et, Songkhla, Satun, Trang, Narathiwat, Pattani, Phatthalung, Yala, Surat Thani, Nakhon Si Thammarat, Krabi, Chumphon, Ranong provinces",Yes,No,No,275.0,3873.0,Km2,15.03,102.2,Chao Phraya river,2010.0,10.0,10.0,2010.0,12.0,10.0,8970653.0,463923.0,,
2010-0573-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Ninh Thuan, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Dak Lak provinces",No,No,No,,33659.0,Km2,12.52,108.9,,2010.0,10.0,29.0,2010.0,11.0,10.0,39008.0,150496.0,,
2010-0574-SRB,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,SRB,Serbia,Southern Europe,Europe,Kraljevo town (Raski Province),No,No,Yes,549.0,5.5,Moment Magnitude,43.76,20.73,,2010.0,11.0,3.0,2010.0,11.0,3.0,27030.0,184815.0,,
2010-0597-VNM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Thua Thien-Hue, Quang Ngai, Quang Nam provinces",No,No,No,,45583.59,Km2,15.1821,108.8,,2010.0,11.0,12.0,2010.0,11.0,17.0,10000.0,357724.0,,
2010-0601-BEL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BEL,Belgium,Western Europe,Europe,"Region de Bruxelles-Capitale, Vlaams Gewest, Region wallonne provinces",No,No,Yes,,8458.0,Km2,50.85,4.35,,2010.0,11.0,11.0,2010.0,11.0,15.0,690.0,332775.0,,
2010-0613-MAR,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,MAR,Morocco,Northern Africa,Africa,"Tiflet area (Khémisset district, Rabat - Salé - Zemmour - Zaer province), Al Hoceima area (Al Hoceïma district, Taza - Al Hoceima - Tatounate province), Khenifra area (Khénifra district, Meknès - Tafilalet province), Ouezzane area (Sidi Kacem district, Gharb - Chrarda - Béni Hssen province), Bouznika area (Ben Slimane district, Chaouia - Ouardigha province), Ouarzazate, Zagora districts (Souss - Massa - Draâ province), Salé, Rabat districts (Rabat - Salé - Zemmour - Zaer province), Casablanca district (Grand Casablanca province)",No,No,No,,180760.0,Km2,9.77,-66.93,,2010.0,11.0,25.0,2010.0,12.0,6.0,75003.0,40523.0,,
2010-0616-VEN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Distrito Capital, Falcon, Merida, Miranda, Nueva Esparta, Trujillo, Vargas, Zulia provinces",No,No,Yes,442.0,180760.0,Km2,9.77,-66.93,,2010.0,11.0,25.0,2010.0,12.0,6.0,94800.0,237551.0,,
2010-0656-AUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland, Victoria provinces",No,No,Yes,1100.0,911256.0,Km2,-24.77,147.63,"Fitzroy, Burnet, Condamine, Balone, Dawson, Mackenzie, Nogoa, Weir rivers",2010.0,12.0,25.0,2011.0,2.0,4.0,175000.0,10200717.0,,
2010-0659-PHL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Palawan district (Region IV province), Albay, Sorsogon, Catanduanes districts (Region V province), Bohol, Cebu districts (Region VII (Central Visayas) province), Eastern Samar, Leyte, Samar, Northern Samar, Southern Leyte districts (Region VIII province), Camiguin, Lanao del Norte districts (Region X (Northern Mindanao) province), Compostela, Davao Oriental, Davao del Norte, Davao del Sur districts (Region XI (Davao region) province), South Cobato district (Region XII province), Agusan del Norte, Agusan del Sur, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province), Maguindanao district (ARMM province)",No,No,No,251.0,10773.0,Km2,8.132,125.57,,2010.0,12.0,24.0,2011.0,1.0,25.0,1972446.0,66250.0,,
2010-0668-TWN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Taiwan Sheng province,No,No,No,,6.3,Moment Magnitude,22.918,120.795,,2010.0,3.0,4.0,2010.0,3.0,4.0,96.0,1397359.0,,
2011-0021-PHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Southern Leyte district (Region VIII (Eastern Visayas) province), Camiguin, Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Compostela, Davao Oriental districts (Region XI (Davao region) province), Agusan del Norte, Agusan del Sur, Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province), Masbate district (Region V (Bicol region) province), Sulu district (ARMM province)",Yes,No,No,,3623.0,Km2,9.40044,125.78,32342,2011.0,1.0,25.0,2011.0,2.0,7.0,638418.0,16812.0,,
2011-0024-LKA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Vavuniya district (Northern province), Central, Eastern, North Central, Sabaragamuwa, Uva provinces",Yes,Yes,No,36056.0,22133.0,Km2,7.603,81.25,,2011.0,1.0,5.0,2011.0,1.0,18.0,1060324.0,270919.0,,
2011-0040-BOL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Beni, Chuquisaca, Cochabamba, La Paz provinces",Yes,No,Yes,5028.0,122139.0,Km2,-16.466,-65.6,,2011.0,2.0,14.0,2011.0,4.0,11.0,88825.0,27092.0,,
2011-0049-LKA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Central, Northern, North Central, Eastern, Uva provinces ",No,No,No,,19891.0,Km2,8.513,80.53,,2011.0,2.0,1.0,2011.0,2.0,10.0,225000.0,406379.0,,
2011-0068-NZL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,Christchurch city (Canterbury province),Yes,No,Yes,9823.0,6.1,Moment Magnitude,-43.583,172.68,,2011.0,2.0,22.0,2011.0,2.0,22.0,301500.0,20318939.0,,
2011-0079-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",No,No,No,,5.5,Moment Magnitude,24.727,97.957,,2011.0,3.0,10.0,2011.0,3.0,10.0,5440.0,392833.0,,
2011-0081-NAM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,NAM,Namibia,Sub-Saharan Africa,Africa,"Kunene, Oshana, Oshikoto, Omusati, Ohangwena, Kavango, Caprivi provinces",Yes,No,Yes,,102874.0,Km2,-18.188,20.64,,2011.0,3.0,1.0,2011.0,4.0,12.0,500000.0,16255.0,,
2011-0082-JPN,nat-geo-ear-tsu,Natural,Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces",Yes,No,No,735797.0,9.1,Moment Magnitude,38.297,142.373,,2011.0,3.0,11.0,2011.0,3.0,11.0,368820.0,284465151.0,,
2011-0083-THA,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,Asia,"Nakhon Si Thammarat, Phatthalung, Surat Thani, Trang, Chumphon, Songkhla, Krabi, Phangnga provinces",Yes,No,Yes,,33575.0,Km2,8.666,99.28,,2011.0,3.0,23.0,2011.0,4.0,5.0,716110.0,429407.0,,
2011-0087-PHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Bohol district (Central Visayas province), Biliran, Eastern Samar, Leyte, Northern Samar, Samar, Southern Leyte districts (Eastern Visayas province), Lanao del Norte, Misamis Oriental districts (Northern Mindanao province), South Cotabato district (Soccsksargen province), Surigao Del Sur district (Caraga province)",No,No,No,,25963.0,Km2,8.104,125.091,,2011.0,3.0,14.0,2011.0,3.0,18.0,241777.0,379.0,,
2011-0090-MMR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,"Tarlay area (Tachileik district, Shan (E) province)",No,No,No,1008.0,6.9,Moment Magnitude,20.687,99.822,,2011.0,3.0,24.0,2011.0,3.0,24.0,21277.0,4877.0,,
2011-0100-ZAF,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Buffalo City, Amathole, Joe Gqabi, O.R. Tambo, Alfred Nzo, Chris Hani districts (Eastern Cape province), Fezile Dabi, Thabo Mofutsanyane, Xhariep districts (Free State province), City of Johannesburg, Ekurhuleni, Sedibeng, West Rand districts (Gauteng province), Amajuba, eThekwini, iLembe, Sisonke, Ugu, Uthukela districts (KwaZulu-Natal province), Mopani, Sekhukhune, Vhembe, Waterberg districts (Limpopo province), Ehlanzeni, Nkangala districts (Mpumalanga province), Frances Baard, Namakwa, Pixley ka Seme, Siyanda districts (Northern Cape province), North West province",Yes,No,Yes,3093.0,124636.0,Km2,-31.055,28.41,,2011.0,1.0,1.0,2011.0,2.0,4.0,200321.0,285820.0,,
2011-0159-ESP,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ESP,Spain,Southern Europe,Europe,"Lorca municipality (Murcia district, Region de Murcia)",No,No,No,,5.1,Moment Magnitude,37.699,-1.672,,2011.0,5.0,11.0,2011.0,5.0,11.0,15300.0,270919.0,,
2011-0170-TUR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Simav district (Kutahya province),No,No,No,,5.8,Moment Magnitude,39.149,29.103,,2011.0,5.0,19.0,2011.0,5.0,19.0,10121.0,330521.0,,
2011-0178-KAZ,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KAZ,Kazakhstan,Central Asia,Asia,"Oural city (Zelyenov district, Zapadno-kazachstanskaya province), Akzhaiyk, Burly, Kaztalov, Shyngyrlau, Taskala, Terekty districts (Zapadno-kazachstanskaya province)",No,No,No,,213195.0,Km2,51.448,53.67,,2011.0,4.0,9.0,2011.0,4.0,15.0,16000.0,90758.0,,
2011-0204-PHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Bukidnon district (Region X province), Compostela, Davao Del Sur districts (Region XI province), North Cotabato, Sultan Kudarat districts (Region XII province), Maguindanao district (ARMM province)",No,No,No,,71700.0,Km2,8.306,125.21,"Bulatukan, Pulabgui, Pagalungan, Simuay, Rio Grande, Tunggol, Maradugao, Malatipay, Saguirayan rivers",2011.0,5.0,31.0,2011.0,6.0,19.0,944781.0,14448.0,,
2011-0209-ARG,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,ARG,Argentina,Latin America and the Caribbean,Americas,"San Martin de Los Andes town (Lacar district, Neuquen province), Bariloche district (Rio Negro province), Chubut province",No,No,Yes,,,,-40.59,-72.12,,2011.0,6.0,4.0,2011.0,6.0,17.0,3000.0,140878.0,,
2011-0212-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Anchui Sheng, Jiangxi Sheng, Hunan Sheng, Guangdong Sheng, Sichuan Sheng, Yunnan Sheng, Xizang Zizhiqu provinces",No,No,No,,1341347.0,Km2,27.0633,108.11,,2011.0,7.0,11.0,2011.0,7.0,19.0,1600000.0,73324.0,,
2011-0221-PHL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Davao City area (Davao Del Sur district, Region XI (Davao Region) province), Cotabato City area (Shariff Kabunsuan district, Autonomous region in Muslim Mindanao (ARMM) province), Metropolitan Manila district (National Capital region (NCR) province), Bulacan, Pampanga, Bataan, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas district (Region IV-A (Calabarzon) province), Albay district (Region V (Bicol) province), La Union, Pangasinan districts (Region I (Ilocos Region) province), Region X (Northern Mindanao), Region XII (Soccsksargen) provinces",Yes,No,No,7795.0,6361.0,Km2,7.398,126.05,Matina river,2011.0,6.0,28.0,2011.0,6.0,29.0,121005.0,340.0,,
2011-0227-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Kaihua Xian, Changshan Xian areas (Quzhou district, Zhejiang Sheng province), Xianning, Wuhan districts (Hubei Sheng province), Shangrao district (Jiangxi Sheng province), Huangshan district (Anhui Sheng province), Yueyang districts (Hunan Sheng province), Sichuan Sheng, Chongqing Shi, Guizhou Sheng provinces",No,No,No,,431896.0,Km2,27.89,14.47,,2011.0,6.0,1.0,2011.0,6.0,29.0,67900000.0,8669414.0,,
2011-0241-MEX,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,MEX,Mexico,Latin America and the Caribbean,Americas,"Isla, Tamalin, Tamiahua, Tampico Alto districts (Veracruz province)",No,No,No,,,Kph,22.11,-98.75,,2011.0,6.0,30.0,2011.0,7.0,1.0,300000.0,94822.0,,
2011-0326-THA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,Asia,"Phrae, Mae Hong Son, Sukhothai, Chiang Mai, Tak, Nakhon Pathom, Roi Et, Phichit, Udon Thani, Sakon Nakhon, Uttaradit, Phitsanulok, Kampaeng Phet, Nakhon Sawan, Phetchabun, Nakhon Nayok, Phra Nakhon Si Ayudhya, Kalasin, Ubon Ratchathani, Uthai Thani, Chainat, Singburi, Ang Thong, Lopburi, Saraburi, Suphanburi, Pathum Thani, Nonthaburi, Khon Kaen, Si Saket, Surin, Chachoengsao, Phachinburi, Maha Sarakham, Samut Sakhon provinces",Yes,No,Yes,23985.0,96785.0,Km2,17.038,102.82,,2011.0,8.0,5.0,2012.0,1.0,4.0,9500000.0,54183838.0,,
2011-0327-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,West Bengal province,No,No,No,,28684.0,Km2,22.306,88.34,,2011.0,8.0,10.0,2011.0,9.0,13.0,700000.0,372514.0,,
2011-0328-USA,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,"New York, New Jersey, Pennsylvania, North Carolina, Virginia, Maryland, District of Columbia, Connecticut, Florida provinces",No,No,No,,,Kph,40.186,-70.06,,2011.0,8.0,27.0,2011.0,9.0,13.0,370000.0,9888551.0,,
2011-0347-PAK,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Badin, Dadu, Ghotki, Hyderabad, Jacobabad, Karachi Central, Karachi East, Karachi South, Karachi West, Khaipur, Larkana, Malir, Mirpur Khas, Naushahro Feroze, Nawabshah, Sanghar, Shikarpur, Sukkur, Tharparkar, Thatta, Umer Kot districts (Sindh province)",Yes,Yes,No,263540.0,32667.0,Km2,25.012,69.07,,2011.0,8.0,12.0,2011.0,11.0,1.0,5400755.0,3386490.0,,
2011-0364-KHM,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KHM,Cambodia,South-eastern Asia,Asia,"Kandal, Kampong Thom, Prey Veng, Kampong Cham, Kratie, Battambang, Kampong Chhnang, Preah Vihear, Pursat provinces",Yes,No,No,20499.0,13466.0,Km2,12.004,105.5,Mekong river,2011.0,8.0,10.0,2011.0,11.0,1.0,1640023.0,705744.0,,
2011-0371-IND,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",Yes,No,No,,27751.0,Km2,20.651,86.0,,2011.0,9.0,23.0,2011.0,10.0,23.0,3443989.0,1259774.0,,
2011-0386-COL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,"Valle del Cauca, Norte de Santander, Santander, Antioquia, Boyaca, Caldas, Casanare, Choco, Tolima, Quindio, Huila, Cauca, Meta, Magdalena, Sucre, Cesar, Cordoba, Risaralda, Atlantico, Guajira, Bolivar, Cundinamarca, Narino, Caqueta, San Andres y Providencia, Putumayo, Guaviare provinces",No,No,No,,57194.0,Km2,4.64,-73.94,,2011.0,9.0,1.0,2011.0,12.0,29.0,498924.0,1747429.0,,
2011-0388-NZL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,"Canterbury, Nelson-marlborough, Otago, Southland, Westland provinces",No,No,No,,5.9,Moment Magnitude,-43.564,172.743,,2011.0,6.0,13.0,2011.0,6.0,13.0,345.0,4063788.0,,
2011-0397-TUR,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,"Van, Bitlis, Hakkari provinces",Yes,No,No,32934.0,7.1,Moment Magnitude,38.721,43.508,,2011.0,10.0,23.0,2011.0,10.0,23.0,32938.0,2031894.0,,
2011-0408-DZA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,El Bayadh province,No,No,No,,288785.0,Km2,29.565,1.7,,2011.0,10.0,1.0,2011.0,10.0,2.0,793.0,1055230.0,,
2011-0411-CHN,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Yining, Gongliu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",No,No,No,,5.6,Moment Magnitude,43.648,82.437,,2011.0,11.0,1.0,2011.0,11.0,1.0,143000.0,76399.0,,
2011-0426-KOR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,Asia,"Chuncheon city (Kang-won-do province), Seoul, Kyonggi-do provinces",No,No,No,,17840.0,Km2,37.851,126.87,,2011.0,7.0,27.0,2011.0,8.0,9.0,29000.0,70439.0,,
2011-0469-PHL,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Carmen, Braulio E. Dujali areas (Davao del Norte district, Region XI province)",No,No,No,,3076.0,Km2,8.085,125.93,,2011.0,11.0,9.0,2011.0,11.0,14.0,8610.0,242311.0,,
2011-0519-PHL,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,Asia,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",Yes,No,Yes,,,Kph,8.526,124.88,,2011.0,12.0,15.0,2011.0,12.0,18.0,1150300.0,51586.0,,
2012-0024-FJI,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,FJI,Fiji,Melanesia,Oceania,Western province,Yes,No,Yes,1641.0,,Km2,-17.784,178.08,,2012.0,1.0,22.0,2012.0,2.0,6.0,4561.0,22561.0,,
2012-0029-AUS,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,"New South Wales, Queensland provinces",No,No,No,,761154.0,Km2,-21.71,146.64,,2012.0,1.0,22.0,2012.0,3.0,7.0,13000.0,298605.0,,
2012-0031-PHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Tayasan area (Negros Oriental district, Region VII (Central Visayas) province)",No,No,No,220.0,6.7,Moment Magnitude,9.999,123.206,,2012.0,2.0,6.0,2012.0,2.0,6.0,320277.0,11811.0,,
2012-0033-BGR,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,BGR,Bulgaria,Eastern Europe,Europe,"Haskovo, Kardzhali provinces ; Galabovo district (Stara Zagora province), Svilengrad district (Haskovo province) ; Bisser village, Harmanli city (Harmanli district, Harmanli province), Nedelino city (Nedelino district, Smoljan province)",No,No,Yes,,47136.84,Km2,42.555,24.26,,2012.0,2.0,1.0,2012.0,2.0,6.0,37950.0,5839.0,,
2012-0068-CAN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,"Perth-Andover village (Victoria district, New Brunswick province)",No,No,No,,544053.0,Km2,46.5994,-67.5,,2012.0,3.0,25.0,2012.0,3.0,30.0,1500.0,45123.0,,
2012-0069-FJI,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,FJI,Fiji,Melanesia,Oceania,Western province,Yes,No,Yes,3675.0,,Km2,-17.798,178.02,,2012.0,3.0,29.0,2012.0,3.0,30.0,14984.0,95554.0,,
2012-0070-CHL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHL,Chile,Latin America and the Caribbean,Americas,"Magallanes y Antartica chilena, Arica-Parinacota, Tarapaca provinces",No,No,No,,88870.6,Km2,-52.8256,-69.41,,2012.0,3.0,1.0,2012.0,3.0,15.0,4300.0,4114.0,,
2012-0124-MEX,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,"Guerrero, Oaxaca, Mexico provinces",No,No,No,,7.4,Moment Magnitude,16.493,-98.231,,2012.0,3.0,20.0,2012.0,3.0,20.0,49011.0,424683.0,,
2012-0126-CHL,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,"Parral town (Linares district, Maule province), Santiago district (Metropolitana province), Biobio district (Biobio province)",No,No,No,,7.1,Moment Magnitude,-35.2,-72.217,,2012.0,3.0,25.0,2012.0,3.0,25.0,24297.0,132713.0,,
2012-0136-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Longnan, Dingxi, Tianshui, Jiuquan, Linxia Hui districts (Gansu Sheng province), Changsha, Zhuzhou, Shaoyang districts (Hunan Sheng province)",No,No,No,,105607.0,Km2,32.452,106.493,,2012.0,5.0,8.0,2012.0,5.0,16.0,185000.0,419816.0,,
2012-0142-ITA,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)",No,No,No,,6.0,Moment Magnitude,44.89,11.23,,2012.0,5.0,20.0,2012.0,5.0,20.0,11050.0,20968705.0,,
2012-0165-GEO,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GEO,Georgia,Western Asia,Asia,"Tbilissi district (Tbilisi province), Ducheti, Mtskheta districts (Mtskheta-Mtianeti province), Akhmeta, Gurdjaani, Lagodekhi districts (Kakheti province)",No,No,No,,15849.0,Km2,42.0681,44.52,,2012.0,5.0,12.0,2012.0,5.0,16.0,100018.0,3981.0,,
2012-0166-KEN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,"Kitengela, Athi River areas (Machakos district, Eastern province), Ngong town (Kajiado district, Rift Valley province), Bura, Garsen, Bangale areas (Tana River district, Coast province), Homa Bay, Kisumu, Suba, Nyando, Rachuonyo, Migori districts (Nyanza province), Busia district (Western province), Thika district (Central province), Nakuru district (Rift Valley province), Malindi district (Coast province)",No,No,No,,12660.17,Km2,-0.191962,35.19,,2012.0,4.0,20.0,2012.0,5.0,16.0,280670.0,132713.0,,
2012-0173-CHN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Nei Mongol Zizhiqu, Zheijiang Sheng, Fujian Sheng, Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangdong Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Shaanxi Sheng, Shandong Sheng provinces",No,No,No,,2643786.0,Km2,33.4553,106.94,,2012.0,6.0,22.0,2012.0,7.0,2.0,17440000.0,1592560.0,,
2012-0176-USA,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,USA,United States of America,Northern America,Americas,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington, Brevard, Citrus, Hardee, Hernando, Hillsborough, Indian River, Lake, Manatee, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Volusia districts",No,No,No,,,Kph,28.9635,-82.5,,2012.0,6.0,22.0,2012.0,6.0,27.0,17001.0,278698.0,,
2012-0177-USA,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), Alabama, Mississippi, Louisiana provinces",No,No,No,,20116.0,Km2,30.3632,-58.51,,2012.0,6.0,9.0,2012.0,6.0,12.0,300.0,230921.0,,
2012-0178-TWN,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,TWN,Taiwan (Province of China),Eastern Asia,Asia,Taiwan Sheng province,No,No,No,,18940.0,Km2,24.0587,120.94,,2012.0,6.0,9.0,2012.0,6.0,12.0,35000.0,22429.0,,
2012-0186-NPL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,Asia,"Kaski area (Gandaki district, Western province)",No,No,No,,4395.0,Km2,28.524,83.83,Seti river,2012.0,5.0,5.0,2012.0,5.0,7.0,5.0,1327.0,,
2012-0187-COL,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,Soacha district (Cundinamarca province),No,No,No,,74036.0,Km2,3.606,-73.07,,2012.0,4.0,20.0,2012.0,4.0,26.0,56000.0,53085.0,,
